ticket_id,customer_id,category,status,created_at,resolved_at,churn_risk
1149,1425,Product Issue,Closed,2024-07-16 00:48:37.064829,2024-03-18 08:41:41.373252,0.25
1150,9227,Return,Closed,2024-06-08 17:48:44.101689,,0.0
1151,7823,Return,Closed,2024-04-15 00:29:23.691797,2024-07-25 20:18:09.366400,0.25
1152,2055,Product Issue,In Progress,2024-01-12 10:18:55.595932,2024-02-09 22:26:07.802730,0.25
1153,5568,Return,Closed,2024-01-12 06:17:46.278410,,0.0
1154,4182,Other,In Progress,2024-06-19 23:10:38.413325,2024-08-13 07:55:35.593520,0.0
1155,1129,Other,Closed,2024-01-21 21:04:35.128237,2024-05-04 07:28:08.035387,0.25
1156,8227,Other,In Progress,2024-10-03 18:01:27.431663,,0.5
1157,1353,Product Issue,Closed,2024-10-21 01:29:26.494612,,0.0
1158,6627,Shipping,Open,2024-04-20 10:37:29.821371,,0.0
1159,7325,Shipping,In Progress,2024-03-22 15:05:45.842134,2024-02-26 22:26:19.612870,0.0
1160,5479,Account,Open,2024-09-10 01:28:46.942945,2024-07-31 21:45:30.497042,0.25
1161,8161,Account,In Progress,2024-02-10 06:05:19.597263,2024-09-30 05:05:02.941478,0.25
1162,435,Account,In Progress,2024-03-30 12:02:01.572735,2024-08-10 22:06:25.653642,0.75
1163,9326,Other,In Progress,2024-10-10 22:39:47.724400,2024-08-06 05:11:55.690472,0.5
1164,1268,Return,Open,2024-03-11 16:25:58.788940,2024-09-27 15:20:57.171608,0.0
1165,1774,Product Issue,Closed,2024-05-17 07:21:34.816319,2024-08-31 11:19:15.759520,0.25
1166,1296,Product Issue,Open,2024-03-22 21:37:53.217332,,0.0
1167,7176,Product Issue,Open,2024-01-20 11:16:58.231602,2024-04-04 12:11:38.440467,0.0
1168,9341,Return,Open,2024-06-01 08:17:03.547652,2024-09-04 23:12:43.363322,0.0
1169,8967,Return,Closed,2024-10-13 13:45:03.497683,2024-07-15 10:40:10.114137,0.0
1170,6693,Product Issue,In Progress,2024-08-25 05:38:51.862944,2024-04-05 17:53:59.830145,0.25
1171,1979,Return,Closed,2024-04-24 18:40:21.671577,,0.5
1172,8500,Account,Open,2024-09-23 05:09:17.458890,2024-08-27 04:06:54.512189,0.0
1173,4775,Product Issue,Open,2024-02-13 06:54:28.483989,2024-02-16 14:23:28.919407,0.5
1174,5196,Account,Open,2024-01-08 23:46:35.737338,2024-04-18 22:29:10.166442,0.25
1175,6962,Shipping,Open,2024-01-11 14:20:48.954245,2024-09-08 18:14:49.455342,0.0
1176,3914,Other,Open,2024-06-11 06:43:01.252521,,0.25
1177,689,Other,Open,2024-01-03 17:01:21.908478,2024-01-26 12:16:53.410510,0.0
1178,6237,Account,In Progress,2024-04-03 10:17:19.087583,2024-07-17 15:39:44.338338,0.0
1179,7875,Account,Closed,2024-10-23 23:56:25.767652,,0.0
1180,3575,Other,Open,2024-04-12 06:25:37.351821,2024-10-27 02:58:42.584346,0.75
1181,9072,Return,In Progress,2024-03-08 01:28:02.451925,2024-10-01 10:45:33.833970,0.5
1182,267,Product Issue,Open,2024-03-16 10:36:43.485932,2024-08-03 22:56:50.732736,0.5
1183,1297,Return,Open,2024-10-07 17:45:26.910603,,0.25
1184,1410,Other,Closed,2024-05-14 01:30:39.385980,2024-08-21 21:08:08.393387,0.0
1185,9618,Return,Open,2024-03-12 02:44:28.378708,,0.0
1186,5578,Product Issue,In Progress,2024-02-09 05:02:51.907084,2024-10-24 13:18:14.670705,0.0
1187,5164,Product Issue,Open,2024-05-28 22:34:01.578238,,0.0
1188,2209,Shipping,Open,2024-08-03 09:27:14.185635,,0.0
1189,2055,Account,In Progress,2024-09-16 06:23:07.291746,2024-02-26 18:08:04.538722,0.25
1190,1925,Shipping,Open,2024-02-03 09:25:35.916898,,0.0
1191,9205,Other,Open,2024-02-28 10:38:10.173723,,0.0
1192,2081,Return,In Progress,2024-01-26 23:42:55.034971,2024-01-09 08:05:00.940003,0.0
1193,323,Other,Closed,2024-09-18 18:08:16.630318,2024-08-29 04:56:01.429480,0.0
1194,5555,Shipping,Closed,2024-03-18 09:16:05.019675,,0.0
1195,8116,Return,Open,2024-02-14 10:11:36.259892,2024-03-30 02:12:17.367520,0.25
1196,4023,Shipping,Open,2024-02-14 10:11:14.589774,,0.0
1197,258,Other,In Progress,2024-08-19 14:17:14.241237,,0.5
1198,3363,Return,Open,2024-08-20 11:09:49.934099,,0.0
1199,5788,Product Issue,In Progress,2024-01-19 22:29:33.676462,2024-07-23 17:32:09.071198,0.25
1200,8465,Account,Closed,2024-08-19 10:35:10.480935,2024-06-05 18:58:57.333738,0.0
1201,5268,Return,In Progress,2024-04-14 01:49:37.884559,,0.25
1202,8573,Shipping,In Progress,2024-07-05 13:31:03.237561,2024-01-17 12:40:14.658596,0.0
1203,7937,Shipping,Closed,2024-08-19 21:53:21.511106,,0.0
1204,3302,Shipping,In Progress,2024-10-23 12:59:21.675160,,0.5
1205,6000,Return,Open,2024-10-09 21:02:01.710125,2024-02-02 11:08:56.622787,0.0
1206,9813,Account,Open,2024-03-12 04:13:21.737823,2024-04-22 12:34:04.149498,0.25
1207,3147,Return,Closed,2024-08-13 08:42:44.461847,2024-06-17 01:51:00.518981,0.0
1208,2386,Return,Closed,2024-02-07 18:00:00.941100,,0.0
1209,2689,Return,In Progress,2024-02-22 03:03:14.084945,,0.0
1210,2145,Account,Closed,2024-08-05 23:52:30.152801,,0.25
1211,6900,Return,Open,2024-09-04 06:20:27.641127,2024-02-27 02:56:09.795482,0.25
1212,565,Other,Open,2024-05-28 07:07:21.805188,2024-07-19 02:01:01.600070,0.25
1213,8524,Product Issue,In Progress,2024-03-29 00:46:46.285714,2024-07-28 09:01:40.296529,0.25
1214,5203,Return,Closed,2024-08-21 04:43:26.908838,,0.0
1215,4731,Return,Open,2024-06-09 08:51:14.899633,,0.25
1216,2636,Shipping,Open,2024-07-21 14:51:43.731534,2024-01-11 04:27:11.855821,0.0
1217,5378,Other,Closed,2024-08-01 03:12:30.192447,,0.0
1218,1914,Return,Open,2024-04-10 08:34:08.370288,2024-05-12 09:47:20.879868,0.25
1219,4441,Product Issue,In Progress,2024-05-16 11:37:36.525527,2024-06-26 17:17:10.134408,0.0
1220,8684,Shipping,Open,2024-05-13 17:24:27.691070,,0.0
1221,666,Return,Open,2024-02-27 09:33:49.719155,2024-06-30 03:11:06.520947,0.0
1222,4556,Return,Open,2024-06-07 16:40:24.897615,,0.25
1223,7111,Account,In Progress,2024-03-05 09:50:44.509964,2024-06-11 09:54:16.318612,0.0
1224,492,Shipping,Open,2024-09-11 06:06:50.726004,,0.0
1225,1536,Shipping,In Progress,2024-06-26 13:37:33.746051,2024-09-22 12:02:44.821649,0.25
1226,5807,Product Issue,In Progress,2024-04-12 21:03:56.125427,2024-04-26 22:04:50.158466,0.25
1227,5051,Other,In Progress,2024-05-25 17:01:30.809043,2024-05-19 09:09:18.075629,0.0
1228,4697,Account,Closed,2024-03-28 20:55:14.661027,2024-02-28 22:34:53.071330,0.0
1229,9012,Other,In Progress,2024-01-20 14:26:26.332278,,0.25
1230,3056,Shipping,Open,2024-03-28 14:46:05.295917,2024-05-01 02:25:34.430972,0.0
1231,9749,Return,Open,2024-10-26 23:32:58.078087,2024-08-28 10:46:13.148952,0.0
1232,2541,Return,Closed,2024-08-18 18:40:53.895762,2024-09-12 19:22:08.902770,0.25
1233,5104,Account,Closed,2024-07-22 09:44:52.315790,,0.0
1234,8476,Product Issue,Open,2024-04-30 01:01:30.470309,2024-07-01 05:32:55.458314,0.0
1235,9856,Product Issue,In Progress,2024-01-20 15:10:04.452162,,0.25
1236,4738,Return,Open,2024-02-22 07:38:58.463071,2024-08-27 08:02:52.415289,0.0
1237,7346,Account,Closed,2024-09-05 16:21:43.048793,2024-08-28 05:09:15.919031,0.25
1238,2762,Other,In Progress,2024-08-13 08:04:48.168107,2024-02-10 21:24:09.101869,0.0
1239,4000,Return,In Progress,2024-02-14 07:36:04.963429,2024-03-05 04:10:48.111377,0.0
1240,4857,Product Issue,In Progress,2024-01-18 13:33:15.538982,2024-05-02 14:07:28.784920,0.0
1241,5083,Shipping,Closed,2024-10-04 01:10:58.353721,2024-03-16 10:22:09.077693,0.0
1242,390,Account,In Progress,2024-09-18 12:21:09.026760,2024-10-02 15:18:50.681076,0.25
1243,9163,Product Issue,Open,2024-05-05 17:54:44.396707,2024-02-12 11:45:10.924820,0.0
1244,6942,Shipping,Closed,2024-02-20 10:05:21.454277,2024-09-05 11:53:16.262551,0.25
1245,4033,Product Issue,Closed,2024-10-28 07:58:49.828130,,0.0
1246,1536,Product Issue,In Progress,2024-06-16 16:17:37.866840,,0.25
1247,1798,Product Issue,Open,2024-03-26 12:56:02.248959,,0.25
1248,1966,Return,In Progress,2024-08-18 19:26:18.927444,2024-02-06 03:36:29.147390,0.0
1249,3843,Product Issue,In Progress,2024-08-26 15:30:03.262127,2024-09-15 17:19:31.976741,0.0
1250,6248,Product Issue,Open,2024-04-26 09:28:43.185733,2024-06-10 19:52:33.677968,0.0
1251,1646,Return,Open,2024-01-09 02:40:04.930407,,0.0
1252,1492,Product Issue,Open,2024-02-22 22:38:08.580440,,0.0
1253,627,Product Issue,Closed,2024-03-02 09:03:42.873391,2024-08-14 20:05:36.130331,0.0
1254,9551,Other,Open,2024-06-04 22:04:26.123646,2024-02-19 19:06:24.533066,0.0
1255,3735,Account,Open,2024-08-14 22:10:49.835439,2024-01-18 16:32:16.532206,0.0
1256,1832,Return,Closed,2024-06-01 13:40:17.463729,,0.0
1257,5258,Account,In Progress,2024-05-07 23:05:14.075233,,0.25
1258,8641,Other,Open,2024-01-19 08:44:41.639403,2024-07-14 18:38:16.915856,0.0
1259,3939,Product Issue,Open,2024-05-14 07:22:10.504025,,0.25
1260,1023,Shipping,Closed,2024-02-28 07:00:24.908222,,0.25
1261,3491,Other,Closed,2024-01-28 11:32:55.850123,,0.75
1262,1769,Other,Closed,2024-01-17 23:11:09.370967,2024-10-21 20:37:56.495698,0.0
1263,5101,Other,In Progress,2024-04-16 02:40:48.709627,2024-02-11 13:49:48.888011,0.0
1264,9909,Account,In Progress,2024-08-11 01:49:33.001927,2024-02-19 11:08:49.726662,0.0
1265,2291,Shipping,In Progress,2024-08-01 18:01:46.642471,,0.25
1266,2057,Product Issue,Open,2024-06-01 16:15:23.553689,2024-10-06 04:47:15.543168,0.25
1267,2090,Account,Closed,2024-08-29 16:52:39.662532,2024-02-03 03:16:22.137281,0.25
1268,5907,Return,In Progress,2024-05-20 16:02:43.241039,,0.25
1269,9526,Account,Closed,2024-09-20 02:00:55.272158,2024-03-05 14:32:23.013738,0.0
1270,1768,Product Issue,Open,2024-07-02 23:44:54.210479,2024-01-30 20:39:45.725582,0.0
1271,7697,Other,In Progress,2024-03-02 06:52:52.673054,2024-09-25 00:58:58.955782,1.0
1272,83,Other,Closed,2024-07-19 21:21:24.843559,2024-09-09 03:20:57.834831,0.25
1273,4583,Other,In Progress,2024-03-30 18:37:25.923735,2024-10-01 07:13:03.262339,0.25
1274,7946,Shipping,Open,2024-04-20 18:31:43.718614,2024-03-20 11:17:49.000652,0.25
1275,3061,Account,Open,2024-02-16 19:14:10.944159,2024-08-03 04:37:10.955002,0.5
1276,8279,Shipping,Open,2024-05-03 03:14:30.452658,2024-04-30 23:17:56.703878,0.0
1277,2091,Shipping,Open,2024-08-16 21:26:30.999658,,0.0
1278,1483,Other,In Progress,2024-05-23 08:04:12.440897,,0.5
1279,1358,Return,Open,2024-07-23 10:39:41.172733,,0.25
1280,9218,Return,In Progress,2024-04-26 06:24:02.021003,,0.25
1281,9271,Product Issue,In Progress,2024-04-10 23:43:04.656718,,0.25
1282,5481,Product Issue,In Progress,2024-05-10 18:28:35.546648,2024-10-10 10:23:32.017137,0.0
1283,8490,Product Issue,In Progress,2024-10-21 18:38:16.933692,2024-01-09 10:15:11.871688,0.0
1284,172,Account,In Progress,2024-04-10 02:22:42.059263,2024-04-09 07:58:31.634715,0.0
1285,4228,Account,Closed,2024-09-19 23:38:23.057399,2024-03-05 06:04:17.337305,0.0
1286,3738,Other,In Progress,2024-05-23 19:47:09.545360,2024-04-28 22:03:10.665027,0.0
1287,5040,Other,Open,2024-06-29 18:09:28.529848,2024-09-30 18:39:14.377594,0.25
1288,4823,Return,Closed,2024-02-14 23:19:47.330691,2024-07-04 15:58:41.992598,0.25
1289,5333,Account,Closed,2024-10-03 09:28:58.318430,2024-07-15 11:53:54.620693,0.0
1290,3790,Product Issue,Open,2024-08-07 12:44:48.103079,2024-08-12 11:48:20.545184,0.25
1291,9387,Account,Open,2024-04-17 09:07:04.041672,,0.25
1292,6871,Return,Open,2024-09-14 08:17:37.529178,2024-05-15 07:16:41.562448,0.0
1293,1817,Return,In Progress,2024-05-16 07:14:32.914259,2024-04-06 16:09:56.930834,0.0
1294,2109,Shipping,Closed,2024-08-06 09:08:54.535032,2024-06-02 23:47:36.178332,0.0
1295,3400,Account,In Progress,2024-04-26 18:33:10.997733,2024-05-23 10:03:40.740502,0.0
1296,8923,Other,Open,2024-06-30 08:50:30.270901,2024-07-27 08:12:39.171507,0.0
1297,2933,Other,In Progress,2024-04-02 13:05:36.220624,2024-07-24 17:04:24.129205,0.0
1298,5036,Shipping,Open,2024-08-04 20:52:09.587618,2024-03-26 13:49:24.881868,0.0
1299,3574,Other,Open,2024-05-16 02:25:54.392946,,0.0
1300,1732,Shipping,Open,2024-01-15 02:18:15.078081,2024-08-09 02:11:47.800300,0.0
1301,7294,Shipping,Open,2024-02-24 06:25:42.694038,,0.25
1302,4254,Other,Closed,2024-07-11 23:51:59.440899,2024-03-17 19:45:22.609068,0.5
1303,5737,Product Issue,In Progress,2024-02-15 07:10:48.761889,2024-07-28 06:10:47.499016,0.25
1304,401,Product Issue,Closed,2024-08-26 06:23:41.158901,2024-02-05 11:50:11.668092,0.0
1305,6938,Other,Open,2024-10-22 13:09:11.017578,2024-02-10 08:13:12.996130,0.25
1306,2490,Shipping,Open,2024-05-31 02:16:53.600049,,0.0
1307,9787,Shipping,Closed,2024-02-13 23:21:44.268405,2024-01-06 09:59:55.357753,0.0
1308,8471,Return,Closed,2024-07-30 10:23:45.008226,2024-10-26 15:15:32.521891,0.25
1309,7630,Product Issue,In Progress,2024-05-03 01:08:13.177284,2024-03-12 18:03:55.827980,0.0
1310,1106,Product Issue,In Progress,2024-05-05 03:38:56.723509,,0.0
1311,1049,Return,Closed,2024-03-12 23:03:34.536882,,0.0
1312,9068,Account,Closed,2024-05-02 22:41:29.888107,2024-08-03 17:15:28.676094,0.0
1313,5540,Other,In Progress,2024-04-03 12:49:42.605200,2024-10-05 05:42:18.030018,0.0
1314,9361,Shipping,In Progress,2024-03-20 15:24:39.200549,,0.0
1315,4896,Other,Open,2024-10-03 08:11:13.643203,2024-03-11 15:03:49.907098,0.0
1316,7070,Other,In Progress,2024-09-22 13:17:04.656435,,0.0
1317,1030,Shipping,Closed,2024-04-22 15:12:55.862044,2024-05-16 10:08:00.585759,0.0
1318,9066,Account,In Progress,2024-04-15 08:09:09.373261,,0.25
1319,4246,Account,In Progress,2024-09-05 00:59:24.817067,2024-01-30 03:12:37.002622,0.0
1320,199,Shipping,Closed,2024-09-26 17:54:30.058716,,0.5
1321,793,Other,In Progress,2024-03-30 06:28:31.422545,2024-10-25 19:11:22.045901,0.5
1322,1238,Other,Closed,2024-05-27 09:53:06.684257,2024-03-26 09:49:10.935820,0.0
1323,7477,Return,Open,2024-08-21 01:09:48.426597,,0.0
1324,4468,Account,Closed,2024-04-11 15:43:06.370340,,0.0
1325,3427,Return,Open,2024-01-15 11:25:19.641694,,0.0
1326,9284,Account,Closed,2024-02-27 00:35:24.645700,2024-02-29 09:10:55.286675,0.0
1327,8070,Return,Open,2024-05-03 07:30:09.028684,2024-10-09 22:51:27.038254,0.0
1328,9783,Account,In Progress,2024-08-14 22:23:49.561341,2024-03-03 04:16:31.607681,0.25
1329,553,Product Issue,Closed,2024-04-15 15:01:33.029825,2024-04-02 17:49:39.937740,0.25
1330,5823,Return,Open,2024-05-06 04:46:32.476985,,0.0
1331,8366,Account,Open,2024-07-15 02:25:01.676279,2024-04-23 02:34:45.429809,0.0
1332,4768,Shipping,Closed,2024-02-27 14:04:22.729768,,0.25
1333,4909,Product Issue,Open,2024-03-09 12:38:41.966998,,0.0
1334,9389,Product Issue,Open,2024-07-05 03:18:03.119288,2024-10-07 23:23:01.759224,0.25
1335,4895,Product Issue,Open,2024-08-13 14:52:36.061899,2024-02-27 17:36:47.773190,0.25
1336,7187,Return,In Progress,2024-07-14 06:45:19.247565,,0.0
1337,5311,Account,In Progress,2024-07-06 20:21:39.192540,,0.25
1338,3877,Shipping,Open,2024-01-17 00:16:29.563921,,0.75
1339,8397,Other,Closed,2024-06-10 12:45:05.489016,2024-06-14 14:13:25.331188,0.25
1340,6153,Return,Open,2024-09-30 23:23:59.726517,,0.0
1341,6935,Return,In Progress,2024-07-18 05:51:04.016018,2024-04-04 03:32:15.385802,0.0
1342,6900,Return,In Progress,2024-10-18 04:00:49.118385,2024-02-09 01:59:47.934143,0.25
1343,1667,Return,Open,2024-08-12 01:42:30.611739,,0.0
1344,4083,Other,Closed,2024-05-02 19:58:33.766279,2024-10-21 07:46:51.524717,0.25
1345,9897,Shipping,In Progress,2024-03-12 22:33:58.294152,,0.0
1346,6340,Return,In Progress,2024-03-27 10:10:17.924552,2024-06-18 18:41:26.152325,0.25
1347,9702,Product Issue,Open,2024-02-29 09:10:46.314158,2024-09-25 08:50:15.947648,0.0
1348,9657,Return,In Progress,2024-03-18 10:08:12.702906,,0.0
1349,1610,Product Issue,In Progress,2024-06-03 09:49:16.868230,,0.0
1350,8182,Other,In Progress,2024-01-18 17:28:12.252299,2024-08-12 11:04:52.901832,0.0
1351,8874,Other,Closed,2024-04-15 19:09:52.124340,,0.0
1352,2655,Shipping,Open,2024-10-11 07:28:42.372998,2024-02-10 10:27:12.508641,0.25
1353,233,Other,In Progress,2024-07-27 05:09:26.224663,2024-01-16 15:06:57.530926,0.75
1354,2774,Shipping,Open,2024-02-19 10:31:36.603920,2024-03-15 18:26:08.588271,0.25
1355,7622,Other,Open,2024-03-09 02:20:00.155659,2024-07-11 23:15:00.840841,0.0
1356,4625,Shipping,Closed,2024-03-23 23:43:57.568385,,0.5
1357,2120,Other,Open,2024-08-28 04:36:59.154818,2024-02-20 19:53:20.234045,0.25
1358,9375,Shipping,Closed,2024-02-25 08:03:47.659672,2024-06-20 23:03:08.682299,0.0
1359,8685,Account,Open,2024-03-02 16:15:16.813451,2024-09-17 09:20:55.517745,0.25
1360,363,Return,Open,2024-04-19 14:14:54.212192,2024-08-13 22:14:11.839049,0.0
1361,9209,Shipping,In Progress,2024-08-17 18:53:14.091706,2024-04-07 19:43:00.467731,0.25
1362,5045,Return,In Progress,2024-03-14 05:00:40.003587,,0.0
1363,7138,Other,Open,2024-03-28 08:22:24.912810,,0.0
1364,4295,Account,Open,2024-02-29 07:14:50.235927,,0.25
1365,4102,Other,Closed,2024-03-20 21:27:05.071738,2024-03-23 07:25:37.774889,0.0
1366,5509,Return,In Progress,2024-07-21 15:04:35.796202,2024-01-30 18:31:55.893241,0.0
1367,6988,Account,Open,2024-01-06 17:10:28.021908,2024-04-25 08:08:54.285883,0.0
1368,2204,Product Issue,Open,2024-03-15 08:28:50.723560,2024-09-24 10:22:28.937725,0.0
1369,1831,Account,Open,2024-10-05 17:45:07.670189,2024-04-07 07:06:18.974626,0.25
1370,6782,Account,In Progress,2024-05-07 01:36:48.872357,2024-05-16 23:39:14.212668,0.0
1371,4665,Account,In Progress,2024-07-16 19:39:44.049518,2024-07-04 19:30:34.936919,0.0
1372,477,Shipping,Open,2024-01-22 00:57:17.909953,2024-02-04 20:31:36.977439,0.0
1373,7464,Shipping,In Progress,2024-07-15 22:08:46.978493,2024-03-24 08:08:49.819487,0.25
1374,517,Product Issue,Open,2024-02-15 15:04:34.332969,2024-06-08 00:36:52.912934,0.0
1375,7631,Other,Closed,2024-01-09 03:24:56.057037,2024-09-20 19:24:08.124946,0.0
1376,8822,Product Issue,Closed,2024-02-27 17:57:13.685294,2024-05-02 00:50:25.239814,0.25
1377,5994,Return,In Progress,2024-02-05 02:49:34.810804,2024-09-20 14:29:22.048884,0.25
1378,3794,Product Issue,Open,2024-07-08 04:27:19.999511,,0.0
1379,2973,Other,Open,2024-02-05 04:29:30.428556,2024-05-23 12:36:05.183606,0.0
1380,7844,Account,Closed,2024-06-27 11:31:50.906261,,0.0
1381,5322,Product Issue,In Progress,2024-04-06 09:10:44.426296,2024-06-07 01:04:39.864487,0.5
1382,2170,Return,Open,2024-02-06 09:45:41.989214,2024-05-13 08:58:05.159273,0.0
1383,7266,Shipping,In Progress,2024-07-01 04:46:48.946347,2024-09-28 21:40:16.585313,0.25
1384,6402,Product Issue,In Progress,2024-04-23 04:25:46.810279,,0.0
1385,5088,Product Issue,In Progress,2024-08-06 02:47:08.992932,2024-01-18 23:34:39.437199,0.0
1386,9683,Other,In Progress,2024-10-22 18:33:29.982250,,0.25
1387,6875,Product Issue,Closed,2024-10-25 17:15:44.896341,2024-02-23 05:21:12.484544,0.0
1388,2945,Return,Open,2024-10-16 13:02:08.039298,2024-04-19 20:17:13.627882,0.0
1389,2104,Product Issue,Closed,2024-09-21 05:21:08.113455,,0.0
1390,3171,Shipping,Open,2024-06-28 11:27:43.651489,2024-07-10 09:58:02.034231,0.0
1391,1433,Other,Closed,2024-08-17 10:45:37.445679,2024-07-23 18:56:16.353163,0.5
1392,5068,Shipping,Open,2024-09-04 22:36:00.383290,,0.25
1393,781,Account,Open,2024-07-31 07:38:51.095813,2024-08-18 10:06:30.365196,0.25
1394,3986,Return,In Progress,2024-08-31 05:26:50.551976,2024-09-09 16:36:28.779460,0.0
1395,8324,Shipping,In Progress,2024-04-02 22:48:35.473352,,0.0
1396,2965,Return,Closed,2024-04-03 06:07:19.682871,2024-07-08 13:54:15.459254,0.0
1397,5337,Shipping,Closed,2024-08-15 10:36:42.971148,,0.0
1398,4762,Product Issue,Closed,2024-03-05 21:44:10.985890,2024-02-29 06:12:36.017568,0.0
1399,5714,Return,Closed,2024-01-18 23:57:59.682896,2024-06-09 00:30:53.939789,0.5
1400,2527,Account,Closed,2024-05-22 02:57:27.340297,2024-04-02 22:48:02.993961,0.0
1401,1398,Other,Closed,2024-03-23 18:44:18.745323,,0.0
1402,4886,Shipping,Closed,2024-06-23 19:22:16.179325,,0.0
1403,7835,Other,In Progress,2024-07-20 07:00:00.077909,,0.25
1404,4483,Return,In Progress,2024-02-03 20:05:04.005565,2024-04-18 19:03:39.121570,0.25
1405,7495,Other,Open,2024-03-14 06:58:35.578035,2024-07-21 11:17:54.697317,0.0
1406,2526,Product Issue,In Progress,2024-05-15 17:41:38.652432,2024-10-20 12:04:35.120434,0.25
1407,1141,Other,Open,2024-09-28 12:58:10.056473,,0.0
1408,9028,Other,In Progress,2024-06-10 12:56:41.899179,2024-07-22 11:10:41.404378,0.25
1409,7906,Other,Closed,2024-02-11 14:53:46.317453,,0.0
1410,4801,Return,In Progress,2024-08-02 14:01:02.951506,,0.25
1411,4618,Shipping,In Progress,2024-01-28 22:33:08.187518,,0.0
1412,5736,Account,In Progress,2024-03-13 07:56:56.256101,2024-08-17 01:21:35.134404,0.25
1413,9042,Account,In Progress,2024-01-23 22:52:25.755353,,0.0
1414,9534,Return,Open,2024-01-16 05:04:21.823898,2024-04-01 18:35:29.007908,0.0
1415,6448,Account,Closed,2024-05-29 16:37:07.803295,2024-09-08 00:10:29.832808,0.25
1416,76,Other,In Progress,2024-09-02 11:22:43.435151,,0.0
1417,5033,Other,Closed,2024-07-06 17:38:44.638110,,0.0
1418,5355,Other,Open,2024-07-02 17:07:40.055659,2024-01-09 15:50:39.455501,0.0
1419,2659,Product Issue,In Progress,2024-05-15 01:23:11.325993,2024-10-27 20:20:22.874657,0.0
1420,9257,Return,In Progress,2024-10-27 03:30:10.140965,2024-07-05 03:14:32.808721,0.25
1421,3994,Shipping,Closed,2024-01-24 09:24:02.703625,2024-05-10 11:31:24.311394,0.0
1422,3853,Other,Open,2024-05-10 17:25:34.487770,2024-06-14 21:05:29.148703,0.25
1423,841,Account,In Progress,2024-04-22 04:39:48.180952,2024-01-22 13:53:14.077357,0.25
1424,361,Return,Open,2024-06-24 19:00:31.282197,2024-03-29 03:26:42.330134,0.25
1425,7012,Return,Closed,2024-08-09 16:04:33.109755,2024-09-21 17:44:51.054982,0.25
1426,912,Product Issue,Closed,2024-09-12 14:34:09.518985,2024-09-06 20:45:09.918894,0.0
1427,565,Shipping,In Progress,2024-01-29 11:33:35.536141,2024-10-09 20:54:46.842574,0.25
1428,566,Product Issue,Open,2024-10-11 15:42:44.090992,2024-03-28 09:09:56.441829,0.25
1429,9852,Account,In Progress,2024-06-18 12:01:28.903311,2024-01-08 19:12:42.829232,0.0
1430,7690,Return,In Progress,2024-04-26 05:53:54.817089,2024-02-06 02:11:13.002666,0.0
1431,7746,Other,In Progress,2024-09-09 04:03:37.355974,2024-05-02 19:22:24.718823,0.0
1432,3647,Return,In Progress,2024-05-23 09:20:22.391023,2024-02-22 21:55:34.073316,0.5
1433,2449,Shipping,Open,2024-07-07 22:01:39.552543,2024-02-18 20:56:54.725281,0.0
1434,3429,Shipping,Open,2024-07-19 18:32:42.697898,,0.0
1435,8866,Return,Closed,2024-08-12 12:10:42.291135,2024-04-21 06:30:25.419706,0.5
1436,8077,Product Issue,Closed,2024-08-17 21:10:43.997206,,0.0
1437,7986,Shipping,Closed,2024-03-24 01:27:15.193098,2024-06-11 14:47:21.771611,0.25
1438,2817,Product Issue,Open,2024-07-28 14:43:02.041626,,0.25
1439,7063,Product Issue,In Progress,2024-05-07 23:52:09.355539,2024-06-04 20:50:55.995448,0.25
1440,2045,Return,Open,2024-03-11 20:34:36.667737,2024-10-13 04:27:46.428179,0.0
1441,6541,Shipping,Open,2024-02-17 14:20:42.899573,2024-07-08 04:32:00.342645,0.0
1442,3043,Product Issue,Open,2024-03-16 19:00:30.455048,2024-07-29 01:01:58.696823,0.0
1443,2582,Return,Closed,2024-10-10 15:55:48.719722,2024-04-12 15:24:25.772898,0.0
1444,7717,Account,Open,2024-06-05 05:05:06.652691,2024-01-02 17:24:34.093742,0.0
1445,8959,Account,Open,2024-10-11 13:11:53.833372,2024-05-25 11:50:12.671509,0.75
1446,578,Account,Closed,2024-01-25 09:31:24.601794,2024-02-01 06:18:52.091836,0.0
1447,9891,Return,Closed,2024-05-27 16:04:19.307002,2024-03-26 08:23:19.181759,0.25
1448,435,Product Issue,In Progress,2024-04-09 13:18:22.881976,2024-01-26 07:28:20.749079,0.75
1449,8353,Other,In Progress,2024-06-18 06:47:23.212222,2024-05-11 14:29:24.152191,0.25
1450,7086,Account,Closed,2024-07-19 14:41:23.741122,2024-06-16 00:34:33.250939,0.0
1451,9003,Shipping,Closed,2024-05-22 07:54:30.557892,2024-09-15 09:37:23.462674,0.5
1452,4083,Return,Open,2024-02-12 04:35:20.945513,,0.25
1453,7424,Return,Closed,2024-05-04 09:17:52.169171,,0.0
1454,193,Return,Closed,2024-06-25 11:49:48.708262,2024-05-15 00:17:22.882572,0.0
1455,4583,Product Issue,Closed,2024-07-30 18:51:15.151368,2024-07-12 13:22:40.604030,0.25
1456,2745,Return,In Progress,2024-09-28 11:04:19.868777,2024-01-20 15:20:23.053745,0.0
1457,7731,Product Issue,Closed,2024-02-01 15:19:38.490803,2024-02-26 15:36:23.866427,0.25
1458,2623,Other,In Progress,2024-08-10 23:40:43.156486,,0.0
1459,784,Other,Open,2024-02-05 23:59:33.232049,2024-10-04 06:46:00.907748,0.0
